CUST_ID,BALANCE,BALANCE_FREQUENCY,PURCHASES,ONEOFF_PURCHASES,INSTALLMENTS_PURCHASES,CASH_ADVANCE,PURCHASES_FREQUENCY,ONEOFF_PURCHASES_FREQUENCY,PURCHASES_INSTALLMENTS_FREQUENCY,CASH_ADVANCE_FREQUENCY,CASH_ADVANCE_TRX,PURCHASES_TRX,CREDIT_LIMIT,PAYMENTS,MINIMUM_PAYMENTS,PRC_FULL_PAYMENT,TENURE
6359,1618.393031,1.0,833.36,0.0,833.36,0.0,1.0,0.0,1.0,0.0,0,30,1500.0,962.749997,1982.872638,0.0,12
6367,49.022296,1.0,480.27,0.0,480.27,0.0,1.0,0.0,1.0,0.0,0,37,2500.0,636.766732,179.232469,1.0,12
6377,491.91535,1.0,4527.64,4327.31,200.33,0.0,1.0,1.0,0.333333,0.0,0,49,2300.0,4139.307545,287.805087,0.090909,12
6383,4338.558856,1.0,5677.76,1640.55,4037.21,0.0,1.0,0.083333,1.0,0.0,0,34,5500.0,1897.437629,1479.159589,0.0,12
6387,179.765708,1.0,1628.62,1233.9,394.72,0.0,1.0,1.0,0.75,0.0,0,36,5000.0,1642.917096,183.307728,0.583333,12
6393,839.897907,1.0,1869.88,815.11,1054.77,0.0,1.0,0.363636,0.909091,0.0,0,30,4000.0,999.235386,280.393252,0.0,11
6403,1095.041551,1.0,1132.36,377.44,754.92,0.0,1.0,0.333333,1.0,0.0,0,43,2500.0,410.973222,405.230106,0.0,12
6411,162.046468,1.0,1768.05,0.0,1768.05,0.0,1.0,0.0,1.0,0.0,0,18,5000.0,1668.054457,172.804335,0.916667,12
6437,344.532447,1.0,3603.0,1990.05,1612.95,0.0,1.0,1.0,1.0,0.0,0,44,6000.0,2912.826118,186.295633,1.0,12
6445,1088.936666,1.0,724.98,91.93,633.05,0.0,1.0,0.083333,1.0,0.0,0,20,1000.0,902.612608,1454.523477,0.0,12
6461,618.966003,1.0,4709.14,395.92,4313.22,0.0,1.0,0.166667,1.0,0.0,0,18,4500.0,4627.972313,3959.316506,0.083333,12
6473,58.241599,1.0,792.35,0.0,792.35,0.0,1.0,0.0,0.916667,0.0,0,17,10000.0,762.107502,160.56702,0.636364,12
6481,83.564804,1.0,616.0,0.0,616.0,0.0,1.0,0.0,0.875,0.0,0,8,1000.0,526.820014,135.473963,0.833333,8
6487,3345.311478,1.0,767.13,20.0,747.13,0.0,1.0,0.083333,1.0,0.0,0,70,3000.0,976.91687,26873.51595,0.0,12
6505,1893.704851,1.0,4124.81,3035.9,1088.91,0.0,1.0,0.75,1.0,0.0,0,72,6500.0,3235.222635,415.452888,0.0,12
6531,66.842287,1.0,908.34,723.02,185.32,0.0,1.0,1.0,0.083333,0.0,0,14,6500.0,788.60284,177.213829,0.5,12
6535,1452.221132,1.0,1500.0,0.0,1500.0,0.0,1.0,0.0,1.0,0.0,0,12,4500.0,3686.798285,2751.134917,0.0,12
6537,419.727505,1.0,1945.8,0.0,1945.8,0.0,1.0,0.0,1.0,0.0,0,12,3000.0,1348.704313,171.24898,0.181818,12
6553,4068.162699,1.0,3387.47,1938.13,1449.34,0.0,1.0,1.0,1.0,0.0,0,86,8500.0,1312.481879,1245.153414,0.0,12
6567,349.855056,1.0,3200.5,2097.88,1102.62,0.0,1.0,1.0,1.0,0.0,0,50,7000.0,3119.528249,192.900599,1.0,12
6569,640.394092,1.0,2476.9,2324.38,152.52,0.0,1.0,1.0,0.916667,0.0,0,39,7000.0,2190.775297,298.614416,0.083333,12
6583,900.241238,1.0,1674.32,1200.7,473.62,0.0,1.0,0.8,0.9,0.0,0,69,1500.0,66.610309,526.873944,0.0,10
6587,125.694817,1.0,233.28,0.0,233.28,0.0,1.0,0.0,1.0,0.0,0,12,1000.0,207.773715,164.748819,0.0,12
6619,73.243985,1.0,797.2,644.8,152.4,0.0,1.0,0.333333,1.0,0.0,0,16,1200.0,645.795684,140.715638,0.454545,12
6655,153.637431,1.0,1495.41,941.41,554.0,0.0,1.0,1.0,0.25,0.0,0,26,4500.0,1345.989788,163.177278,0.727273,12
6661,17.448626,1.0,135.0,0.0,135.0,0.0,1.0,0.0,0.888889,0.0,0,9,1000.0,82.451537,132.188181,0.0,9
6667,56.748977,1.0,470.38,365.38,105.0,0.0,1.0,0.916667,0.416667,0.0,0,18,4500.0,514.48579,207.790429,0.0,12
6679,94.110539,1.0,1090.19,0.0,1090.19,0.0,1.0,0.0,1.0,0.0,0,19,7000.0,1174.739824,176.285795,0.916667,12
6705,73.635031,0.909091,1063.65,420.24,643.41,0.0,1.0,0.25,1.0,0.0,0,29,7000.0,1051.282851,112.969341,0.625,12
6711,247.063258,1.0,1448.74,0.0,1448.74,0.0,1.0,0.0,1.0,0.0,0,23,5000.0,1313.816616,183.31064,0.0,12
6721,84.033173,1.0,1099.0,0.0,1099.0,0.0,1.0,0.0,0.916667,0.0,0,12,1000.0,984.393603,178.511595,0.909091,12
6733,26.572803,1.0,277.33,0.0,277.33,0.0,1.0,0.0,0.916667,0.0,0,17,6000.0,258.265698,129.984016,1.0,12
6761,62.320028,1.0,500.0,0.0,500.0,0.0,1.0,0.0,0.833333,0.0,0,6,1000.0,456.745027,73.848755,1.0,6
6797,87.540559,1.0,885.13,0.0,885.13,0.0,1.0,0.0,1.0,0.0,0,21,6000.0,801.593051,186.251245,0.916667,12
6803,50.004286,1.0,341.14,0.0,341.14,0.0,1.0,0.0,1.0,0.0,0,23,3000.0,231.514712,135.58233,0.0,12
6807,1076.586375,1.0,2204.54,877.89,1326.65,0.0,1.0,0.166667,1.0,0.0,0,50,1000.0,2514.502136,2301.241067,0.0,12
6855,53.339006,1.0,315.48,0.0,315.48,0.0,1.0,0.0,1.0,0.0,0,12,1000.0,193.699669,162.729509,0.0,12
6867,691.181508,1.0,439.92,0.0,439.92,0.0,1.0,0.0,1.0,0.0,0,12,1000.0,162.995562,328.466313,0.0,12
6893,216.64893,1.0,4606.71,3217.43,1389.28,0.0,1.0,0.4,0.7,0.0,0,22,2000.0,2251.966666,131.425363,1.0,10
6903,2045.541408,1.0,1067.28,0.0,1067.28,0.0,1.0,0.0,1.0,0.0,0,30,2000.0,2021.775795,3073.416298,0.0,12
6911,294.338354,1.0,1851.48,0.0,1851.48,0.0,1.0,0.0,1.0,0.0,0,12,1400.0,1479.799263,197.087803,0.0,12
6931,52.0899,0.727273,230.15,230.15,0.0,0.0,1.0,1.0,0.0,0.0,0,12,1600.0,0.0,,0.0,12
6939,910.821412,1.0,3726.65,2536.89,1189.76,0.0,1.0,0.916667,1.0,0.0,0,74,3000.0,5125.340024,238.125482,0.0,12
6955,31.552295,1.0,190.26,0.0,190.26,0.0,1.0,0.0,0.833333,0.0,0,6,1500.0,113.704149,88.806825,0.5,6
6989,7842.784061,1.0,5930.99,3862.79,2068.2,0.0,1.0,0.916667,1.0,0.0,0,168,11500.0,12493.77894,1780.353532,0.0,12
6991,137.636267,1.0,1567.25,60.2,1507.05,0.0,1.0,0.083333,1.0,0.0,0,232,7000.0,1541.979811,190.253479,1.0,12
6997,27.202031,1.0,538.41,0.0,538.41,0.0,1.0,0.0,1.0,0.0,0,15,1500.0,458.430924,100.747103,0.4,12
6999,1279.325142,1.0,1207.25,0.0,1207.25,0.0,1.0,0.0,1.0,0.0,0,59,1200.0,1282.705869,1300.596775,0.0,12
7003,49.789963,1.0,700.0,0.0,700.0,0.0,1.0,0.0,0.9,0.0,0,10,1000.0,658.47788,160.909873,1.0,10
7005,46.804861,1.0,443.3,0.0,443.3,0.0,1.0,0.0,0.909091,0.0,0,11,1000.0,401.588397,152.259932,0.888889,11
7019,182.854647,1.0,1978.87,765.85,1213.02,0.0,1.0,0.75,1.0,0.0,0,68,6000.0,1590.330808,167.136534,0.75,12
7031,0.648074,0.272727,258.0,0.0,258.0,0.0,1.0,0.0,1.0,0.0,0,12,1000.0,320.135581,26.334342,0.2,12
7039,1051.38615,1.0,416.6,0.0,416.6,0.0,1.0,0.0,1.0,0.0,0,20,1050.0,509.248904,1006.439477,0.0,12
7043,1621.345326,1.0,5167.6,4246.5,921.1,0.0,1.0,1.0,0.833333,0.0,0,52,5000.0,2721.870415,523.348392,0.0,12
7051,345.75483,1.0,3125.03,492.71,2632.32,0.0,1.0,0.166667,1.0,0.0,0,36,5500.0,3016.560969,189.375956,1.0,12
7059,243.590067,1.0,1995.25,410.21,1585.04,0.0,1.0,0.416667,1.0,0.0,0,49,5700.0,2413.9198,227.534843,0.166667,12
7073,82.483732,1.0,1301.05,30.0,1271.05,0.0,1.0,0.083333,1.0,0.0,0,22,7500.0,1264.358895,194.410326,0.833333,12
7075,262.106758,1.0,2625.84,2625.84,0.0,0.0,1.0,1.0,0.0,0.0,0,38,4500.0,2489.949174,167.452035,1.0,12
7079,105.216147,1.0,1445.55,1135.55,310.0,0.0,1.0,1.0,0.416667,0.0,0,32,13500.0,1267.655533,179.377143,0.9,12
7083,219.709329,1.0,586.64,0.0,586.64,0.0,1.0,0.0,0.875,0.0,0,8,1000.0,156.939833,165.553894,0.0,8
7099,216.702671,1.0,2205.51,1073.49,1132.02,0.0,1.0,1.0,1.0,0.0,0,53,7500.0,1941.251813,140.28742,0.454545,12
7103,17.657534,1.0,180.25,0.0,180.25,0.0,1.0,0.0,0.857143,0.0,0,7,1000.0,151.467378,96.109484,0.666667,7
7107,64.677565,1.0,363.71,363.71,0.0,0.0,1.0,1.0,0.0,0.0,0,12,6000.0,343.104512,171.000625,0.083333,12
7115,5577.636715,1.0,5244.8,2089.74,3155.06,0.0,1.0,0.75,1.0,0.0,0,70,12500.0,2823.945882,1749.125129,0.0,12
7119,29.057803,1.0,163.4,0.0,163.4,0.0,1.0,0.0,0.9,0.0,0,10,1500.0,110.737985,134.58759,0.25,10
7127,1262.631995,0.909091,405.0,405.0,0.0,0.0,1.0,1.0,0.0,0.0,0,11,7000.0,586.551078,424.343093,0.0,11
7129,10.266994,0.818182,141.24,0.0,141.24,0.0,1.0,0.0,1.0,0.0,0,12,3000.0,121.896355,96.838061,0.2,12
7131,2503.107213,1.0,733.9,733.9,0.0,0.0,1.0,1.0,0.0,0.0,0,13,3000.0,1620.193277,857.535876,0.0,12
7153,21.357267,1.0,212.87,0.0,212.87,0.0,1.0,0.0,0.857143,0.0,0,7,1000.0,169.713838,103.387362,1.0,7
7171,53.284869,1.0,571.32,0.0,571.32,0.0,1.0,0.0,0.916667,0.0,0,24,1000.0,546.617245,162.921045,0.9,12
7173,823.003516,1.0,432.0,0.0,432.0,0.0,1.0,0.0,1.0,0.0,0,12,1500.0,212.326548,316.809973,0.0,12
7179,833.62924,1.0,1171.28,856.28,315.0,0.0,1.0,1.0,1.0,0.0,0,24,6500.0,1034.871633,262.137054,0.0,12
7203,2.386716,0.454545,115.0,0.0,115.0,0.0,1.0,0.0,0.916667,0.0,0,12,8500.0,99.456136,21.497533,0.0,12
7217,331.686553,1.0,2289.42,1227.08,1062.34,0.0,1.0,1.0,0.666667,0.0,0,37,9500.0,2184.371316,188.333341,0.0,12
7219,1092.570471,1.0,624.36,0.0,624.36,0.0,1.0,0.0,1.0,0.0,0,24,1000.0,653.319911,1210.133021,0.0,12
7223,1193.682005,1.0,445.18,445.18,0.0,0.0,1.0,1.0,0.0,0.0,0,11,1200.0,673.563611,775.381032,0.0,11
7225,3583.515054,1.0,5683.71,219.98,5463.73,0.0,1.0,0.166667,1.0,0.0,0,110,3000.0,4752.379612,8296.912755,0.0,12
7229,1502.926021,1.0,2635.9,2116.92,518.98,0.0,1.0,0.75,0.75,0.0,0,54,4500.0,951.372467,293.129375,0.0,12
7239,71.345309,1.0,1166.76,0.0,1166.76,0.0,1.0,0.0,1.0,0.0,0,12,3000.0,1137.865785,162.610445,0.75,12
7243,22.695131,1.0,201.18,201.18,0.0,0.0,1.0,1.0,0.0,0.0,0,12,3000.0,189.904819,137.173328,0.363636,12
7261,41.301246,1.0,655.79,655.79,0.0,0.0,1.0,1.0,0.0,0.0,0,13,6000.0,685.985441,185.521414,1.0,12
7265,149.345328,1.0,1424.4,1330.91,93.49,0.0,1.0,1.0,0.083333,0.0,0,17,5000.0,1214.676732,179.371816,0.75,12
7271,84.377933,1.0,270.0,0.0,270.0,0.0,1.0,0.0,0.916667,0.0,0,12,1200.0,308.698498,175.78115,0.0,12
7273,27.625906,0.818182,234.48,0.0,234.48,0.0,1.0,0.0,1.0,0.0,0,12,2500.0,109.281131,93.62464,0.0,12
7285,3145.204423,1.0,3613.83,2752.76,861.07,0.0,1.0,0.416667,0.5,0.0,0,19,5700.0,1241.075833,1015.020218,0.0,12
7305,165.700863,1.0,1806.97,132.81,1674.16,0.0,1.0,0.25,1.0,0.0,0,28,3500.0,1595.482975,163.30874,1.0,12
7325,102.751154,1.0,1063.69,0.0,1063.69,0.0,1.0,0.0,1.0,0.0,0,29,7000.0,1928.089519,164.687639,0.454545,12
7329,38.915874,1.0,564.0,0.0,564.0,0.0,1.0,0.0,1.0,0.0,0,12,2000.0,551.4978,179.311685,1.0,12
7337,978.091862,1.0,550.53,0.0,550.53,0.0,1.0,0.0,1.0,0.0,0,39,1200.0,1068.923263,254.433788,0.0,12
7339,23.394411,0.272727,1346.28,0.0,1346.28,0.0,1.0,0.0,1.0,0.0,0,12,2000.0,712.149153,54.79166,0.0,12
7355,184.007838,1.0,526.92,0.0,526.92,0.0,1.0,0.0,1.0,0.0,0,12,1500.0,396.991301,180.5486,0.083333,12
7375,1160.514847,1.0,3726.79,664.0,3062.79,0.0,1.0,0.083333,1.0,0.0,0,89,3000.0,3312.651656,310.179028,0.083333,12
7377,519.444307,1.0,525.0,0.0,525.0,0.0,1.0,0.0,1.0,0.0,0,12,1000.0,1500.456687,806.258492,0.083333,12
7397,1052.127315,1.0,354.48,0.0,354.48,0.0,1.0,0.0,1.0,0.0,0,12,1000.0,571.417096,1618.201652,0.0,12
7401,30.395073,1.0,512.47,512.47,0.0,0.0,1.0,1.0,0.0,0.0,0,12,7000.0,484.669932,192.908611,1.0,12
7403,0.546067,0.090909,228.0,0.0,228.0,0.0,1.0,0.0,0.916667,0.0,0,12,1000.0,238.695115,16.127297,0.0,12
7407,245.17692,1.0,2481.64,0.0,2481.64,0.0,1.0,0.0,1.0,0.0,0,41,4000.0,2261.352187,176.531272,0.916667,12
7409,14.5923,1.0,200.4,0.0,200.4,0.0,1.0,0.0,1.0,0.0,0,12,4000.0,196.541494,156.086837,0.454545,12
7415,0.0,0.0,609.0,0.0,609.0,0.0,1.0,0.0,1.0,0.0,0,12,2500.0,893.429001,,0.0,12
7435,1150.307564,1.0,1189.04,0.0,1189.04,0.0,1.0,0.0,1.0,0.0,0,12,15000.0,3016.935137,332.492063,0.0,12
7461,551.175183,1.0,1711.11,537.42,1173.69,0.0,1.0,0.416667,1.0,0.0,0,51,4000.0,1581.285232,189.328101,0.0,12
7477,94.83691,1.0,1027.84,93.0,934.84,0.0,1.0,0.083333,1.0,0.0,0,28,18000.0,1041.284778,173.91503,0.416667,12
7483,948.944615,1.0,678.94,201.4,477.54,0.0,1.0,0.166667,1.0,0.0,0,44,2000.0,1750.388539,612.055723,0.083333,12
7485,6.08697,0.181818,333.24,0.0,333.24,0.0,1.0,0.0,1.0,0.0,0,12,1500.0,224.061597,28.414675,0.0,12
7487,683.849179,1.0,7387.83,3894.51,3493.32,0.0,1.0,0.5,0.916667,0.0,0,50,8000.0,6873.576182,229.157755,0.75,12
7501,1499.19943,1.0,3245.23,2870.33,374.9,0.0,1.0,1.0,0.833333,0.0,0,51,8000.0,2961.631164,373.675969,0.0,12
7523,1326.334307,1.0,2484.76,374.18,2110.58,0.0,1.0,0.25,1.0,0.0,0,39,7500.0,400.178807,367.804459,0.0,12
7527,72.518075,1.0,525.0,0.0,525.0,0.0,1.0,0.0,1.0,0.0,0,12,1000.0,553.4725,181.029848,0.4,12
7531,133.911556,1.0,1446.05,544.45,901.6,0.0,1.0,0.083333,1.0,0.0,0,16,3500.0,1364.121036,186.240772,0.833333,12
7545,2071.951442,1.0,2090.21,0.0,2090.21,0.0,1.0,0.0,1.0,0.0,0,80,2500.0,1326.995454,556.63142,0.0,12
7567,1563.48528,1.0,1910.13,1852.06,58.07,0.0,1.0,0.916667,0.166667,0.0,0,35,13000.0,5142.624134,425.204466,0.111111,12
7569,42.075054,1.0,421.2,0.0,421.2,0.0,1.0,0.0,1.0,0.0,0,12,2000.0,410.786446,177.457989,1.0,12
7579,5161.854898,1.0,4542.33,4051.67,490.66,0.0,1.0,1.0,0.583333,0.0,0,105,7500.0,3376.37909,1171.273248,0.0,12
7581,169.088238,1.0,1482.19,446.07,1036.12,0.0,1.0,0.583333,0.666667,0.0,0,26,6000.0,1289.570234,173.686552,0.666667,12
7591,3267.962664,1.0,1910.51,0.0,1910.51,0.0,1.0,0.0,1.0,0.0,0,65,3000.0,2553.372888,3339.39289,0.0,12
7601,43.775427,1.0,523.64,523.64,0.0,0.0,1.0,1.0,0.0,0.0,0,15,6500.0,492.097703,172.889643,0.75,12
7609,690.625555,1.0,666.6,0.0,666.6,0.0,1.0,0.0,1.0,0.0,0,12,6000.0,1130.376548,170.144183,0.0,12
7611,2070.069187,1.0,1382.57,1077.75,304.82,0.0,1.0,0.666667,0.833333,0.0,0,33,2400.0,1580.0815,466.772558,0.0,12
7619,336.799916,1.0,3535.8,1614.7,1921.1,0.0,1.0,0.416667,0.916667,0.0,0,44,20000.0,2814.231227,186.230835,1.0,12
7637,633.209696,1.0,1625.01,1165.36,459.65,0.0,1.0,0.333333,1.0,0.0,0,29,2500.0,764.713719,206.988911,0.0,12
7641,49.433937,1.0,387.0,0.0,387.0,0.0,1.0,0.0,0.888889,0.0,0,9,3000.0,335.472854,122.280528,1.0,9
7649,27.832009,1.0,366.6,0.0,366.6,0.0,1.0,0.0,1.0,0.0,0,12,5000.0,364.834065,82.215933,0.25,12
7657,43.561434,1.0,391.32,0.0,391.32,0.0,1.0,0.0,0.916667,0.0,0,12,1000.0,357.097464,171.020193,0.9,12
7659,2391.214539,1.0,4186.49,3313.0,873.49,0.0,1.0,0.916667,0.916667,0.0,0,50,4000.0,2710.98198,561.918093,0.0,12
7663,1117.368286,1.0,972.38,0.0,972.38,0.0,1.0,0.0,1.0,0.0,0,21,1900.0,667.050505,538.835764,0.0,12
7669,2.140583,0.363636,238.92,0.0,238.92,0.0,1.0,0.0,1.0,0.0,0,12,2500.0,186.27345,35.518109,0.0,12
7673,3006.594256,1.0,9362.96,5098.75,4264.21,0.0,1.0,0.916667,1.0,0.0,0,103,7500.0,7079.1781,645.403234,0.0,12
7691,1269.019947,0.818182,445.46,0.0,445.46,0.0,1.0,0.0,1.0,0.0,0,13,2600.0,2875.999728,489.750966,0.0,12
7699,638.772385,1.0,2093.15,1218.8,874.35,0.0,1.0,0.416667,0.833333,0.0,0,45,1200.0,1017.966877,279.000158,0.0,12
7723,3642.140907,1.0,3338.1,218.82,3119.28,0.0,1.0,0.166667,1.0,0.0,0,32,6000.0,1793.138722,871.776232,0.0,12
7727,705.232653,1.0,1902.4,1669.8,232.6,0.0,1.0,1.0,0.833333,0.0,0,29,900.0,1941.959847,618.228223,0.0,12
7747,1475.396878,1.0,5055.77,2931.91,2123.86,0.0,1.0,0.333333,1.0,0.0,0,69,1900.0,4826.844372,1879.122243,0.0,12
7751,40.829749,1.0,113.28,0.0,113.28,0.0,1.0,0.0,0.833333,0.0,0,6,1000.0,94.488828,86.283101,0.25,6
7757,0.0,0.0,140.4,0.0,140.4,0.0,1.0,0.0,1.0,0.0,0,12,2200.0,124.99276,,0.0,12
7765,4628.109931,1.0,912.54,0.0,912.54,0.0,1.0,0.0,1.0,0.0,0,21,5000.0,3746.305759,56370.04117,0.0,12
7781,35.836652,1.0,202.4,0.0,202.4,0.0,1.0,0.0,0.909091,0.0,0,11,1000.0,203.624113,229.36123,0.333333,11
7791,131.069154,1.0,1315.39,313.08,1002.31,0.0,1.0,1.0,1.0,0.0,0,50,3500.0,1123.656185,182.23728,1.0,12
7795,2114.158683,1.0,5580.85,0.0,5580.85,0.0,1.0,0.0,1.0,0.0,0,75,8500.0,3564.977774,630.00413,0.0,12
7805,1551.331695,1.0,349.92,0.0,349.92,0.0,1.0,0.0,1.0,0.0,0,12,1500.0,321.763599,7433.189695,0.0,12
7813,130.545845,1.0,1738.48,631.0,1107.48,0.0,1.0,0.083333,1.0,0.0,0,33,2000.0,1928.666446,167.893173,0.75,12
7841,12.039121,1.0,274.98,0.0,274.98,0.0,1.0,0.0,0.833333,0.0,0,6,1500.0,310.575541,,0.0,6
7875,2002.429291,1.0,3500.03,1814.42,1685.61,0.0,1.0,0.666667,1.0,0.0,0,129,6000.0,1619.62737,537.587864,0.0,12
7877,151.912258,1.0,2216.21,2047.21,169.0,0.0,1.0,1.0,0.25,0.0,0,32,2500.0,2571.573214,73.948578,0.4,12
7887,2341.505917,1.0,1231.59,390.05,841.54,0.0,1.0,0.083333,1.0,0.0,0,26,7600.0,1218.749713,572.244747,0.0,12
7895,3265.116481,0.727273,2147.01,0.0,2147.01,0.0,1.0,0.0,1.0,0.0,0,60,8000.0,8481.013758,2978.655593,0.0,12
7923,392.667425,1.0,4015.23,4015.23,0.0,0.0,1.0,1.0,0.0,0.0,0,26,7500.0,3189.923177,176.9102,0.916667,12
7963,190.096469,1.0,561.99,0.0,561.99,0.0,1.0,0.0,1.0,0.0,0,14,1000.0,372.859398,195.131923,0.0,12
7975,20.639295,0.454545,464.64,0.0,464.64,0.0,1.0,0.0,1.0,0.0,0,12,3000.0,919.544492,84.153407,0.545455,12
7983,10.665069,1.0,85.89,0.0,85.89,0.0,1.0,0.0,0.857143,0.0,0,7,1000.0,72.475127,76.41925,0.666667,7
7993,147.193451,1.0,2863.92,0.0,2863.92,0.0,1.0,0.0,1.0,0.0,0,12,2500.0,2589.303082,171.139818,1.0,12
7997,226.34624,1.0,2206.74,2206.74,0.0,0.0,1.0,1.0,0.0,0.0,0,24,10000.0,1891.000067,204.477134,0.818182,12
7999,63.685705,1.0,690.84,0.0,690.84,0.0,1.0,0.0,1.0,0.0,0,24,2500.0,676.624615,171.700116,1.0,12
8001,215.295527,1.0,599.03,260.0,339.03,0.0,1.0,0.111111,0.888889,0.0,0,10,1000.0,223.114683,163.120714,0.428571,9
8025,61.628782,1.0,457.31,0.0,457.31,0.0,1.0,0.0,0.875,0.0,0,9,1500.0,364.254422,112.081828,0.666667,8
8031,2494.868559,1.0,5491.79,1390.5,4101.29,0.0,1.0,0.5,1.0,0.0,0,52,17000.0,1015.311953,615.92402,0.0,12
8035,1223.630962,1.0,2065.5,628.8,1436.7,0.0,1.0,0.166667,1.0,0.0,0,46,1500.0,638.997243,961.531428,0.0,12
8039,98.252565,1.0,1021.24,0.0,1021.24,0.0,1.0,0.0,1.0,0.0,0,88,3000.0,1080.276225,185.948948,0.5,12
8067,279.253475,1.0,3243.86,3002.52,241.34,0.0,1.0,0.666667,0.916667,0.0,0,33,8500.0,3105.312146,192.561842,1.0,12
8083,3012.642667,1.0,6999.56,6999.56,0.0,0.0,1.0,1.0,0.0,0.0,0,81,3500.0,5446.940305,573.86773,0.166667,12
8091,1818.964688,1.0,1436.41,1300.09,136.32,0.0,1.0,0.583333,1.0,0.0,0,23,6500.0,594.214126,438.285694,0.0,12
8101,1008.494418,1.0,639.7,0.0,639.7,0.0,1.0,0.0,1.0,0.0,0,32,1000.0,862.819773,1027.530687,0.0,12
8121,2664.926838,1.0,1229.62,661.6,568.02,0.0,1.0,0.333333,0.916667,0.0,0,28,8000.0,1692.635777,805.598851,0.0,12
8137,1547.714145,1.0,2476.31,804.4,1671.91,0.0,1.0,0.416667,1.0,0.0,0,82,3500.0,4061.48987,333.50034,0.0,12
8153,2288.014844,1.0,1753.46,1753.46,0.0,0.0,1.0,1.0,0.0,0.0,0,50,2500.0,989.999739,1121.296235,0.0,12
8159,2006.793571,1.0,485.92,129.2,356.72,0.0,1.0,0.083333,1.0,0.0,0,24,4500.0,461.233712,730.057807,0.0,12
8171,1495.801569,1.0,420.03,320.03,100.0,0.0,1.0,0.25,1.0,0.0,0,16,6600.0,1283.885302,389.191998,0.0,12
8195,1223.783946,1.0,135.24,0.0,135.24,0.0,1.0,0.0,1.0,0.0,0,12,1200.0,328.934771,678.336519,0.0,12
8199,2251.631886,1.0,3727.77,3227.85,499.92,0.0,1.0,0.083333,1.0,0.0,0,14,3150.0,3516.064225,795.92781,0.083333,12
8201,0.298538,0.090909,510.0,0.0,510.0,0.0,1.0,0.0,1.0,0.0,0,12,6500.0,557.480712,,0.0,12
8223,120.984184,1.0,1122.17,802.77,319.4,0.0,1.0,1.0,0.333333,0.0,0,29,6000.0,1138.136359,162.528519,0.636364,12
8225,1482.235539,1.0,14604.87,2475.93,12128.94,0.0,1.0,0.583333,1.0,0.0,0,219,15500.0,14462.63056,340.717801,1.0,12
8243,1450.599152,1.0,2763.84,1434.43,1329.41,0.0,1.0,0.714286,0.857143,0.0,0,98,2000.0,343.918862,1339.665316,0.0,7
8251,21.32716,1.0,309.74,0.0,309.74,0.0,1.0,0.0,1.0,0.0,0,19,8500.0,444.809305,142.818479,0.454545,12
8267,1322.64748,1.0,799.92,0.0,799.92,0.0,1.0,0.0,1.0,0.0,0,20,1000.0,469.485706,9299.951204,0.0,12
8287,25.192974,0.545455,764.64,0.0,764.64,0.0,1.0,0.0,1.0,0.0,0,12,4000.0,1074.956132,88.325372,0.545455,12
8297,447.808002,1.0,1593.29,214.2,1379.09,0.0,1.0,0.25,0.916667,0.0,0,36,7000.0,1660.750541,188.340279,0.0,12
8305,156.72326,1.0,1776.76,0.0,1776.76,0.0,1.0,0.0,0.916667,0.0,0,22,9600.0,1339.303085,185.281009,0.916667,12
8311,4.160112,1.0,70.56,0.0,70.56,0.0,1.0,0.0,1.0,0.0,0,12,6000.0,54.598522,41.07052,0.222222,12
8325,272.310015,1.0,575.3,220.34,354.96,0.0,1.0,0.083333,1.0,0.0,0,14,1500.0,354.086664,201.23698,0.0,12
8333,56.872544,1.0,748.36,748.36,0.0,0.0,1.0,1.0,0.0,0.0,0,12,4000.0,698.817652,170.77492,1.0,12
8337,171.402357,1.0,755.5,0.0,755.5,0.0,1.0,0.0,1.0,0.0,0,35,2700.0,845.857679,161.590149,0.0,12
8347,288.097302,1.0,2622.6,0.0,2622.6,0.0,1.0,0.0,1.0,0.0,0,12,450.0,2718.47954,2413.233231,0.833333,12
8351,2369.91046,1.0,916.22,716.4,199.82,0.0,1.0,1.0,0.083333,0.0,0,26,6500.0,795.94344,752.616787,0.0,12
8375,21.168201,1.0,236.4,8.4,228.0,0.0,1.0,1.0,1.0,0.0,0,24,2500.0,217.008342,178.169321,0.833333,12
8387,72.033516,1.0,837.43,39.0,798.43,0.0,1.0,0.083333,1.0,0.0,0,22,2500.0,948.576582,169.887225,0.583333,12
8397,1199.490675,1.0,2093.55,1727.08,366.47,0.0,1.0,0.916667,0.333333,0.0,0,35,4000.0,2833.409817,344.952165,0.083333,12
8411,73.704935,1.0,554.67,0.0,554.67,0.0,1.0,0.0,1.0,0.0,0,17,4000.0,578.565706,175.221326,0.75,12
8435,1007.362008,1.0,469.92,0.0,469.92,0.0,1.0,0.0,1.0,0.0,0,12,1000.0,716.423692,871.852779,0.0,12
8443,469.380653,1.0,5117.56,2562.27,2555.29,0.0,1.0,1.0,1.0,0.0,0,81,4300.0,5270.796852,216.41101,0.333333,12
8469,68.156278,1.0,785.76,0.0,785.76,0.0,1.0,0.0,1.0,0.0,0,33,2000.0,708.743776,181.392809,0.083333,12
8475,71.160989,1.0,317.1,0.0,317.1,0.0,1.0,0.0,0.9,0.0,0,10,1000.0,169.458993,149.095117,0.0,10
